,SEASON_YEAR,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M_x,FG3A_x,FG3_PCT_x,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,FG3M_y,FG3A_y,FG3_PCT_y,NS_FG3_PCT,PLUSMINUS,E_PACE,E_DEF_RATING
60,2020-21,1610612761,TOR,Toronto Raptors,22000249,2021-01-24,TOR @ IND,W,48.0,37,90,0.411,15,35,0.429,18,26,0.692,12,33,45,24,17.0,12,8,8,18,23,107,5.0,1,1,1,1,2,49,27,52,26,50,13,29,17,66,17,32,22,31,64,10,7,59,13,13,44,22,13.69,35.94,0.381,0.366,0.015,101.6,109.8
61,2020-21,1610612761,TOR,Toronto Raptors,22000234,2021-01-22,TOR vs. MIA,W,48.0,39,84,0.464,17,40,0.425,6,9,0.667,12,33,45,22,22.0,11,3,4,16,14,101,20.0,1,1,1,1,2,37,57,26,14,27,16,71,71,68,17,32,22,45,72,15,57,15,6,67,60,6,13.69,35.94,0.381,0.366,0.015,101.6,109.8
62,2020-21,1610612761,TOR,Toronto Raptors,22000220,2021-01-20,TOR vs. MIA,L,48.0,35,88,0.398,16,49,0.327,16,18,0.889,12,29,41,27,13.0,8,3,5,21,19,102,-9.0,1,28,28,28,2,63,40,62,22,5,49,38,47,11,17,48,37,17,33,33,57,28,35,33,56,51,13.69,35.94,0.381,0.366,0.015,101.6,109.8
63,2020-21,1610612761,TOR,Toronto Raptors,22000210,2021-01-18,TOR vs. DAL,W,48.0,44,88,0.5,12,33,0.364,16,18,0.889,9,37,46,23,15.0,9,6,4,23,16,116,23.0,1,1,1,1,2,10,40,10,48,59,35,38,47,11,35,8,17,39,51,27,19,15,48,54,19,3,13.69,35.94,0.381,0.366,0.015,101.6,109.8
64,2020-21,1610612761,TOR,Toronto Raptors,22000191,2021-01-16,TOR vs. CHA,W,48.0,36,86,0.419,21,49,0.429,23,26,0.885,7,36,43,28,15.0,5,8,5,22,20,116,3.0,1,1,1,1,2,57,49,48,3,5,13,13,17,15,49,13,31,14,51,63,7,28,39,27,19,25,13.69,35.94,0.381,0.366,0.015,101.6,109.8
65,2020-21,1610612761,TOR,Toronto Raptors,22000175,2021-01-14,TOR vs. CHA,W,48.0,40,88,0.455,20,50,0.4,11,13,0.846,13,27,40,33,18.0,13,6,5,16,15,111,3.0,1,1,1,1,2,27,40,30,6,3,22,61,63,24,9,62,40,2,67,5,19,28,6,62,36,25,13.69,35.94,0.381,0.366,0.015,101.6,109.8
66,2020-21,1610612761,TOR,Toronto Raptors,22000155,2021-01-11,TOR @ POR,L,48.0,40,89,0.449,19,47,0.404,12,12,1.0,7,36,43,27,15.0,6,5,6,22,14,111,-1.0,1,28,28,28,2,27,36,31,11,9,21,57,67,1,49,13,31,17,51,52,33,40,39,67,36,28,13.69,35.94,0.381,0.366,0.015,101.6,109.8
67,2020-21,1610612761,TOR,Toronto Raptors,22000148,2021-01-10,TOR @ GSW,L,48.0,39,96,0.406,13,38,0.342,14,22,0.636,13,35,48,20,12.0,8,10,10,22,18,105,-1.0,1,28,28,28,2,37,6,58,42,34,42,51,30,70,9,23,8,57,18,33,3,68,39,41,46,28,13.69,35.94,0.381,0.366,0.015,101.6,109.8
68,2020-21,1610612761,TOR,Toronto Raptors,22000132,2021-01-08,TOR @ SAC,W,48.0,53,91,0.582,20,39,0.513,18,22,0.818,12,32,44,30,13.0,8,5,8,20,18,144,21.0,1,1,1,1,2,1,20,2,6,31,4,29,30,41,17,36,27,9,33,33,33,59,26,41,1,5,13.69,35.94,0.381,0.366,0.015,101.6,109.8
69,2020-21,1610612761,TOR,Toronto Raptors,22000115,2021-01-06,TOR @ PHX,L,48.0,39,79,0.494,14,35,0.4,23,32,0.719,10,32,42,18,12.0,6,5,3,19,23,115,-8.0,1,28,28,28,2,37,66,17,33,50,22,13,6,60,27,36,33,66,18,52,33,4,18,13,22,49,13.69,35.94,0.381,0.366,0.015,101.6,109.8
70,2020-21,1610612761,TOR,Toronto Raptors,22000097,2021-01-04,TOR vs. BOS,L,48.0,36,90,0.4,13,37,0.351,29,38,0.763,8,29,37,20,10.0,13,4,9,26,29,114,-12.0,1,28,28,28,2,57,27,61,42,42,37,1,1,54,43,48,55,57,6,5,48,66,63,2,24,60,13.69,35.94,0.381,0.366,0.015,101.6,109.8
71,2020-21,1610612761,TOR,Toronto Raptors,22000084,2021-01-02,TOR @ NOP,L,48.0,38,91,0.418,14,48,0.292,26,27,0.963,10,30,40,21,10.0,6,4,7,29,18,116,-4.0,1,28,28,28,2,43,20,50,33,7,64,3,13,2,27,44,40,49,6,52,48,50,71,41,19,34,13.69,35.94,0.381,0.366,0.015,101.6,109.8
