,SEASON_YEAR,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,D_FGM,D_FGA,D_FG_PCT,NORMAL_FG_PCT,PCT_PLUSMINUS,FREQ,FGM_LT_10,FGA_LT_10,LT_10_PCT,NS_LT_10_PCT,FG2M,FG2A,FG2_PCT,NS_FG2_PCT,PLUSMINUS_y,TEAM_ID,FG3M,FG3A,FG3_PCT,NS_FG3_PCT,PLUSMINUS,E_PACE,E_DEF_RATING
1,2021-22,MEM,Memphis Grizzlies,22100940,3/3/22,MEM @ BOS,39.41,87.64,0.45,0.461,-0.011,0.411,20.09,36.05,0.557,0.58,27.73,53.23,0.521,0.532,-0.011,1610612738,11.68,34.41,0.339,0.352,-0.013,99,104
17,2021-22,MEM,Memphis Grizzlies,22100923,2/28/22,MEM vs. SAS,42.52,90.3,0.471,0.459,0.012,0.442,22.78,39.91,0.571,0.583,29.26,54.96,0.532,0.534,-0.002,1610612759,13.26,35.35,0.375,0.35,0.025,102.4,110
43,2021-22,MEM,Memphis Grizzlies,22100909,2/26/22,MEM @ CHI,42.43,86.13,0.493,0.461,0.031,0.435,23.09,37.43,0.617,0.582,30.7,54.78,0.56,0.53,0.03,1610612741,11.74,31.35,0.374,0.358,0.017,100.4,111.1
45,2021-22,MEM,Memphis Grizzlies,22100892,2/24/22,MEM @ MIN,41.7,88.35,0.472,0.459,0.012,0.425,22.91,37.52,0.611,0.582,28.35,50.83,0.558,0.531,0.026,1610612750,13.35,37.52,0.356,0.351,0.004,103.5,109.1
49,2021-22,MEM,Memphis Grizzlies,22100879,2/16/22,MEM vs. POR,42.26,85.17,0.496,0.46,0.036,0.443,24.3,37.74,0.644,0.581,28.26,47.17,0.599,0.535,0.064,1610612757,14,38,0.368,0.35,0.018,100.6,114
4,2021-22,MEM,Memphis Grizzlies,22100872,2/15/22,MEM @ NOP,40.96,84.57,0.484,0.465,0.02,0.393,21.3,33.26,0.641,0.586,27.74,48.65,0.57,0.535,0.035,1610612740,13.22,35.91,0.368,0.355,0.013,99.7,110.5
53,2021-22,MEM,Memphis Grizzlies,22100846,2/12/22,MEM @ CHA,42.45,89.18,0.476,0.459,0.017,0.43,22.64,38.36,0.59,0.58,28.45,52.23,0.545,0.529,0.016,1610612766,14,36.95,0.379,0.352,0.027,102.3,111
55,2021-22,MEM,Memphis Grizzlies,22100831,2/10/22,MEM @ DET,40.04,86,0.466,0.46,0.005,0.485,24.63,41.75,0.59,0.582,29.71,54.67,0.543,0.53,0.014,1610612765,10.33,31.33,0.33,0.355,-0.026,100.9,111.1
57,2021-22,MEM,Memphis Grizzlies,22100818,2/8/22,MEM vs. LAC,41.33,90.29,0.458,0.462,-0.004,0.449,22.33,40.52,0.551,0.588,29.33,57.48,0.51,0.536,-0.026,1610612746,12,32.81,0.366,0.352,0.014,100.2,107.5
42,2021-22,MEM,Memphis Grizzlies,22100796,2/5/22,MEM @ ORL,40.55,89.5,0.453,0.458,-0.005,0.398,20.32,35.59,0.571,0.579,26.68,50.86,0.525,0.529,-0.004,1610612753,13.86,38.64,0.359,0.349,0.01,101.5,110.3
40,2021-22,MEM,Memphis Grizzlies,22100776,2/2/22,MEM @ NYK,38.09,83.74,0.455,0.462,-0.008,0.389,19.78,32.61,0.607,0.581,26.48,48.74,0.543,0.53,0.014,1610612752,11.61,35,0.332,0.356,-0.024,98.4,107.6
61,2021-22,MEM,Memphis Grizzlies,22100761,1/31/22,MEM @ PHI,40.67,85.46,0.476,0.459,0.017,0.415,21.67,35.5,0.61,0.583,29.17,53.67,0.543,0.528,0.015,1610612755,11.5,31.79,0.362,0.353,0.009,98.4,108.3
63,2021-22,MEM,Memphis Grizzlies,22100749,1/29/22,MEM vs. WAS,42.92,89.13,0.482,0.458,0.023,0.431,22.75,38.38,0.593,0.582,30,55.13,0.544,0.53,0.014,1610612764,12.92,34,0.38,0.355,0.025,99.3,111.7
11,2021-22,MEM,Memphis Grizzlies,22100740,1/28/22,MEM vs. UTA,40.13,87.46,0.459,0.459,-0.001,0.388,19.29,33.92,0.569,0.582,27.13,52.38,0.518,0.531,-0.013,1610612762,13,35.08,0.371,0.354,0.017,99.5,107.7
18,2021-22,MEM,Memphis Grizzlies,22100728,1/26/22,MEM @ SAS,42.52,90.3,0.471,0.459,0.012,0.442,22.78,39.91,0.571,0.583,29.26,54.96,0.532,0.534,-0.002,1610612759,13.26,35.35,0.375,0.35,0.025,102.4,110
65,2021-22,MEM,Memphis Grizzlies,22100705,1/23/22,MEM @ DAL,39.7,85.83,0.463,0.462,0.001,0.445,22.96,38.17,0.601,0.587,27.96,52.39,0.534,0.539,-0.005,1610612742,11.74,33.43,0.351,0.355,-0.004,97.5,106.8
7,2021-22,MEM,Memphis Grizzlies,22100692,1/21/22,MEM @ DEN,42.83,89.38,0.479,0.46,0.019,0.428,23.04,38.21,0.603,0.583,30.54,55.75,0.548,0.532,0.016,1610612743,12.29,33.63,0.366,0.351,0.015,99.9,110.3
25,2021-22,MEM,Memphis Grizzlies,22100674,1/19/22,MEM @ MIL,43.91,91.82,0.478,0.465,0.013,0.345,19.36,31.68,0.611,0.586,28.41,52.27,0.543,0.534,0.009,1610612749,15.5,39.55,0.392,0.357,0.035,102.2,109.4
44,2021-22,MEM,Memphis Grizzlies,22100658,1/17/22,MEM vs. CHI,42.43,86.13,0.493,0.461,0.031,0.435,23.09,37.43,0.617,0.582,30.7,54.78,0.56,0.53,0.03,1610612741,11.74,31.35,0.374,0.358,0.017,100.4,111.1
66,2021-22,MEM,Memphis Grizzlies,22100639,1/14/22,MEM vs. DAL,39.7,85.83,0.463,0.462,0.001,0.445,22.96,38.17,0.601,0.587,27.96,52.39,0.534,0.539,-0.005,1610612742,11.74,33.43,0.351,0.355,-0.004,97.5,106.8
46,2021-22,MEM,Memphis Grizzlies,22100628,1/13/22,MEM vs. MIN,41.7,88.35,0.472,0.459,0.012,0.425,22.91,37.52,0.611,0.582,28.35,50.83,0.558,0.531,0.026,1610612750,13.35,37.52,0.356,0.351,0.004,103.5,109.1
21,2021-22,MEM,Memphis Grizzlies,22100614,1/11/22,MEM vs. GSW,39.04,86.39,0.452,0.464,-0.012,0.401,20.04,34.61,0.579,0.591,26.57,50.91,0.522,0.538,-0.016,1610612744,12.48,35.48,0.352,0.354,-0.002,100.7,103.9
69,2021-22,MEM,Memphis Grizzlies,22100606,1/9/22,MEM @ LAL,45.75,90.67,0.505,0.464,0.041,0.434,24.92,39.33,0.633,0.591,33.17,56.83,0.584,0.537,0.047,1610612747,12.58,33.83,0.372,0.353,0.019,102.3,110.9
58,2021-22,MEM,Memphis Grizzlies,22100591,1/8/22,MEM @ LAC,41.33,90.29,0.458,0.462,-0.004,0.449,22.33,40.52,0.551,0.588,29.33,57.48,0.51,0.536,-0.026,1610612746,12,32.81,0.366,0.352,0.014,100.2,107.5
56,2021-22,MEM,Memphis Grizzlies,22100579,1/6/22,MEM vs. DET,40.04,86,0.466,0.46,0.005,0.485,24.63,41.75,0.59,0.582,29.71,54.67,0.543,0.53,0.014,1610612765,10.33,31.33,0.33,0.355,-0.026,100.9,111.1
73,2021-22,MEM,Memphis Grizzlies,22100562,1/4/22,MEM @ CLE,41.46,86.67,0.478,0.458,0.02,0.44,22.33,38.13,0.586,0.581,28.96,54.21,0.534,0.527,0.007,1610612739,12.5,32.46,0.385,0.354,0.031,98.4,107
29,2021-22,MEM,Memphis Grizzlies,22100554,1/3/22,MEM @ BKN,40.87,89.26,0.458,0.456,0.002,0.419,21.57,37.43,0.576,0.577,27.17,52.74,0.515,0.526,-0.011,1610612751,13.7,36.52,0.375,0.355,0.02,101.6,109.6
19,2021-22,MEM,Memphis Grizzlies,22100535,12/31/21,MEM vs. SAS,42.52,90.3,0.471,0.459,0.012,0.442,22.78,39.91,0.571,0.583,29.26,54.96,0.532,0.534,-0.002,1610612759,13.26,35.35,0.375,0.35,0.025,102.4,110
70,2021-22,MEM,Memphis Grizzlies,22100520,12/29/21,MEM vs. LAL,45.75,90.67,0.505,0.464,0.041,0.434,24.92,39.33,0.633,0.591,33.17,56.83,0.584,0.537,0.047,1610612747,12.58,33.83,0.372,0.353,0.019,102.3,110.9
14,2021-22,MEM,Memphis Grizzlies,22100505,12/27/21,MEM @ PHX,39.5,87.04,0.454,0.457,-0.003,0.42,20.83,36.54,0.57,0.58,27.46,53.25,0.516,0.53,-0.014,1610612756,12.04,33.79,0.356,0.35,0.007,102,104.7
75,2021-22,MEM,Memphis Grizzlies,22100496,12/26/21,MEM @ SAC,43.82,89.27,0.491,0.463,0.028,0.428,23.18,38.23,0.606,0.588,29.14,52.32,0.557,0.538,0.019,1610612758,14.68,36.95,0.397,0.354,0.044,102.1,112.9
22,2021-22,MEM,Memphis Grizzlies,22100485,12/23/21,MEM @ GSW,39.04,86.39,0.452,0.464,-0.012,0.401,20.04,34.61,0.579,0.591,26.57,50.91,0.522,0.538,-0.016,1610612744,12.48,35.48,0.352,0.354,-0.002,100.7,103.9
37,2021-22,MEM,Memphis Grizzlies,22100460,12/20/21,MEM vs. OKC,44.42,91.46,0.486,0.461,0.025,0.426,23.63,39,0.606,0.583,29.25,51.58,0.567,0.534,0.033,1610612760,15.17,39.88,0.38,0.354,0.027,100.8,110.2
50,2021-22,MEM,Memphis Grizzlies,22100450,12/19/21,MEM vs. POR,42.26,85.17,0.496,0.46,0.036,0.443,24.3,37.74,0.644,0.581,28.26,47.17,0.599,0.535,0.064,1610612757,14,38,0.368,0.35,0.018,100.6,114
76,2021-22,MEM,Memphis Grizzlies,22100440,12/17/21,MEM @ SAC,43.82,89.27,0.491,0.463,0.028,0.428,23.18,38.23,0.606,0.588,29.14,52.32,0.557,0.538,0.019,1610612758,14.68,36.95,0.397,0.354,0.044,102.1,112.9
51,2021-22,MEM,Memphis Grizzlies,22100426,12/15/21,MEM @ POR,42.26,85.17,0.496,0.46,0.036,0.443,24.3,37.74,0.644,0.581,28.26,47.17,0.599,0.535,0.064,1610612757,14,38,0.368,0.35,0.018,100.6,114
62,2021-22,MEM,Memphis Grizzlies,22100409,12/13/21,MEM vs. PHI,40.67,85.46,0.476,0.459,0.017,0.415,21.67,35.5,0.61,0.583,29.17,53.67,0.543,0.528,0.015,1610612755,11.5,31.79,0.362,0.353,0.009,98.4,108.3
32,2021-22,MEM,Memphis Grizzlies,22100395,12/11/21,MEM vs. HOU,43.75,90.63,0.483,0.461,0.022,0.471,26.5,42.71,0.62,0.582,32.04,56.96,0.563,0.531,0.032,1610612745,11.71,33.67,0.348,0.353,-0.006,103.3,114.4
71,2021-22,MEM,Memphis Grizzlies,22100380,12/9/21,MEM vs. LAL,45.75,90.67,0.505,0.464,0.041,0.434,24.92,39.33,0.633,0.591,33.17,56.83,0.584,0.537,0.047,1610612747,12.58,33.83,0.372,0.353,0.019,102.3,110.9
67,2021-22,MEM,Memphis Grizzlies,22100373,12/8/21,MEM vs. DAL,39.7,85.83,0.463,0.462,0.001,0.445,22.96,38.17,0.601,0.587,27.96,52.39,0.534,0.539,-0.005,1610612742,11.74,33.43,0.351,0.355,-0.004,97.5,106.8
78,2021-22,MEM,Memphis Grizzlies,22100356,12/6/21,MEM @ MIA,38.87,84.57,0.46,0.46,-0.001,0.388,20.52,32.83,0.625,0.58,26.7,47.43,0.563,0.53,0.033,1610612748,12.17,37.13,0.328,0.355,-0.027,98.2,106.3
68,2021-22,MEM,Memphis Grizzlies,22100345,12/4/21,MEM @ DAL,39.7,85.83,0.463,0.462,0.001,0.445,22.96,38.17,0.601,0.587,27.96,52.39,0.534,0.539,-0.005,1610612742,11.74,33.43,0.351,0.355,-0.004,97.5,106.8
38,2021-22,MEM,Memphis Grizzlies,22100330,12/2/21,MEM vs. OKC,44.42,91.46,0.486,0.461,0.025,0.426,23.63,39,0.606,0.583,29.25,51.58,0.567,0.534,0.033,1610612760,15.17,39.88,0.38,0.354,0.027,100.8,110.2
80,2021-22,MEM,Memphis Grizzlies,22100315,11/30/21,MEM @ TOR,39.6,85,0.466,0.463,0.003,0.424,21.2,36,0.589,0.585,27.28,50.32,0.542,0.533,0.009,1610612761,12.32,34.68,0.355,0.356,0,98.6,107.9
77,2021-22,MEM,Memphis Grizzlies,22100303,11/28/21,MEM vs. SAC,43.82,89.27,0.491,0.463,0.028,0.428,23.18,38.23,0.606,0.588,29.14,52.32,0.557,0.538,0.019,1610612758,14.68,36.95,0.397,0.354,0.044,102.1,112.9
35,2021-22,MEM,Memphis Grizzlies,22100285,11/26/21,MEM vs. ATL,42.71,88.54,0.482,0.458,0.025,0.423,23.13,37.46,0.617,0.577,30.71,56.04,0.548,0.526,0.022,1610612737,12,32.5,0.369,0.35,0.019,100,112.1
81,2021-22,MEM,Memphis Grizzlies,22100272,11/24/21,MEM vs. TOR,39.6,85,0.466,0.463,0.003,0.424,21.2,36,0.589,0.585,27.28,50.32,0.542,0.533,0.009,1610612761,12.32,34.68,0.355,0.356,0,98.6,107.9
12,2021-22,MEM,Memphis Grizzlies,22100261,11/22/21,MEM @ UTA,40.13,87.46,0.459,0.459,-0.001,0.388,19.29,33.92,0.569,0.582,27.13,52.38,0.518,0.531,-0.013,1610612762,13,35.08,0.371,0.354,0.017,99.5,107.7
47,2021-22,MEM,Memphis Grizzlies,22100245,11/20/21,MEM @ MIN,41.7,88.35,0.472,0.459,0.012,0.425,22.91,37.52,0.611,0.582,28.35,50.83,0.558,0.531,0.026,1610612750,13.35,37.52,0.356,0.351,0.004,103.5,109.1
59,2021-22,MEM,Memphis Grizzlies,22100226,11/18/21,MEM vs. LAC,41.33,90.29,0.458,0.462,-0.004,0.449,22.33,40.52,0.551,0.588,29.33,57.48,0.51,0.536,-0.026,1610612746,12,32.81,0.366,0.352,0.014,100.2,107.5
33,2021-22,MEM,Memphis Grizzlies,22100205,11/15/21,MEM vs. HOU,43.75,90.63,0.483,0.461,0.022,0.471,26.5,42.71,0.62,0.582,32.04,56.96,0.563,0.531,0.032,1610612745,11.71,33.67,0.348,0.353,-0.006,103.3,114.4
5,2021-22,MEM,Memphis Grizzlies,22100188,11/13/21,MEM @ NOP,40.96,84.57,0.484,0.465,0.02,0.393,21.3,33.26,0.641,0.586,27.74,48.65,0.57,0.535,0.035,1610612740,13.22,35.91,0.368,0.355,0.013,99.7,110.5
15,2021-22,MEM,Memphis Grizzlies,22100178,11/12/21,MEM vs. PHX,39.5,87.04,0.454,0.457,-0.003,0.42,20.83,36.54,0.57,0.58,27.46,53.25,0.516,0.53,-0.014,1610612756,12.04,33.79,0.356,0.35,0.007,102,104.7
54,2021-22,MEM,Memphis Grizzlies,22100164,11/10/21,MEM vs. CHA,42.45,89.18,0.476,0.459,0.017,0.43,22.64,38.36,0.59,0.58,28.45,52.23,0.545,0.529,0.016,1610612766,14,36.95,0.379,0.352,0.027,102.3,111
48,2021-22,MEM,Memphis Grizzlies,22100149,11/8/21,MEM vs. MIN,41.7,88.35,0.472,0.459,0.012,0.425,22.91,37.52,0.611,0.582,28.35,50.83,0.558,0.531,0.026,1610612750,13.35,37.52,0.356,0.351,0.004,103.5,109.1
64,2021-22,MEM,Memphis Grizzlies,22100126,11/5/21,MEM @ WAS,42.92,89.13,0.482,0.458,0.023,0.431,22.75,38.38,0.593,0.582,30,55.13,0.544,0.53,0.014,1610612764,12.92,34,0.38,0.355,0.025,99.3,111.7
8,2021-22,MEM,Memphis Grizzlies,22100114,11/3/21,MEM vs. DEN,42.83,89.38,0.479,0.46,0.019,0.428,23.04,38.21,0.603,0.583,30.54,55.75,0.548,0.532,0.016,1610612743,12.29,33.63,0.366,0.351,0.015,99.9,110.3
9,2021-22,MEM,Memphis Grizzlies,22100100,11/1/21,MEM vs. DEN,42.83,89.38,0.479,0.46,0.019,0.428,23.04,38.21,0.603,0.583,30.54,55.75,0.548,0.532,0.016,1610612743,12.29,33.63,0.366,0.351,0.015,99.9,110.3
79,2021-22,MEM,Memphis Grizzlies,22100084,10/30/21,MEM vs. MIA,38.87,84.57,0.46,0.46,-0.001,0.388,20.52,32.83,0.625,0.58,26.7,47.43,0.563,0.53,0.033,1610612748,12.17,37.13,0.328,0.355,-0.027,98.2,106.3
23,2021-22,MEM,Memphis Grizzlies,22100070,10/28/21,MEM @ GSW,39.04,86.39,0.452,0.464,-0.012,0.401,20.04,34.61,0.579,0.591,26.57,50.91,0.522,0.538,-0.016,1610612744,12.48,35.48,0.352,0.354,-0.002,100.7,103.9
52,2021-22,MEM,Memphis Grizzlies,22100063,10/27/21,MEM @ POR,42.26,85.17,0.496,0.46,0.036,0.443,24.3,37.74,0.644,0.581,28.26,47.17,0.599,0.535,0.064,1610612757,14,38,0.368,0.35,0.018,100.6,114
72,2021-22,MEM,Memphis Grizzlies,22100040,10/24/21,MEM @ LAL,45.75,90.67,0.505,0.464,0.041,0.434,24.92,39.33,0.633,0.591,33.17,56.83,0.584,0.537,0.047,1610612747,12.58,33.83,0.372,0.353,0.019,102.3,110.9
60,2021-22,MEM,Memphis Grizzlies,22100034,10/23/21,MEM @ LAC,41.33,90.29,0.458,0.462,-0.004,0.449,22.33,40.52,0.551,0.588,29.33,57.48,0.51,0.536,-0.026,1610612746,12,32.81,0.366,0.352,0.014,100.2,107.5
74,2021-22,MEM,Memphis Grizzlies,22100007,10/20/21,MEM vs. CLE,41.46,86.67,0.478,0.458,0.02,0.44,22.33,38.13,0.586,0.581,28.96,54.21,0.534,0.527,0.007,1610612739,12.5,32.46,0.385,0.354,0.031,98.4,107
0,2021-22,MIA,Miami Heat,22101227,4/10/22,MIA @ ORL,40.55,89.5,0.453,0.458,-0.005,0.398,20.32,35.59,0.571,0.579,26.68,50.86,0.525,0.529,-0.004,1610612753,13.86,38.64,0.359,0.349,0.01,101.5,110.3
4,2021-22,MIA,Miami Heat,22101207,4/8/22,MIA vs. ATL,42.71,88.54,0.482,0.458,0.025,0.423,23.13,37.46,0.617,0.577,30.71,56.04,0.548,0.526,0.022,1610612737,12,32.5,0.369,0.35,0.019,100,112.1
8,2021-22,MIA,Miami Heat,22101181,4/5/22,MIA vs. CHA,42.45,89.18,0.476,0.459,0.017,0.43,22.64,38.36,0.59,0.58,28.45,52.23,0.545,0.529,0.016,1610612766,14,36.95,0.379,0.352,0.027,102.3,111
12,2021-22,MIA,Miami Heat,22101172,4/3/22,MIA @ TOR,39.6,85,0.466,0.463,0.003,0.424,21.2,36,0.589,0.585,27.28,50.32,0.542,0.533,0.009,1610612761,12.32,34.68,0.355,0.356,0,98.6,107.9
16,2021-22,MIA,Miami Heat,22101164,4/2/22,MIA @ CHI,42.43,86.13,0.493,0.461,0.031,0.435,23.09,37.43,0.617,0.582,30.7,54.78,0.56,0.53,0.03,1610612741,11.74,31.35,0.374,0.358,0.017,100.4,111.1
20,2021-22,MIA,Miami Heat,22101139,3/30/22,MIA @ BOS,39.41,87.64,0.45,0.461,-0.011,0.411,20.09,36.05,0.557,0.58,27.73,53.23,0.521,0.532,-0.011,1610612738,11.68,34.41,0.339,0.352,-0.013,99,104
23,2021-22,MIA,Miami Heat,22101125,3/28/22,MIA vs. SAC,43.82,89.27,0.491,0.463,0.028,0.428,23.18,38.23,0.606,0.588,29.14,52.32,0.557,0.538,0.019,1610612758,14.68,36.95,0.397,0.354,0.044,102.1,112.9
25,2021-22,MIA,Miami Heat,22101111,3/26/22,MIA vs. BKN,40.87,89.26,0.458,0.456,0.002,0.419,21.57,37.43,0.576,0.577,27.17,52.74,0.515,0.526,-0.011,1610612751,13.7,36.52,0.375,0.355,0.02,101.6,109.6
29,2021-22,MIA,Miami Heat,22101103,3/25/22,MIA vs. NYK,38.09,83.74,0.455,0.462,-0.008,0.389,19.78,32.61,0.607,0.581,26.48,48.74,0.543,0.53,0.014,1610612752,11.61,35,0.332,0.356,-0.024,98.4,107.6
32,2021-22,MIA,Miami Heat,22101088,3/23/22,MIA vs. GSW,39.04,86.39,0.452,0.464,-0.012,0.401,20.04,34.61,0.579,0.591,26.57,50.91,0.522,0.538,-0.016,1610612744,12.48,35.48,0.352,0.354,-0.002,100.7,103.9
34,2021-22,MIA,Miami Heat,22101074,3/21/22,MIA @ PHI,40.67,85.46,0.476,0.459,0.017,0.415,21.67,35.5,0.61,0.583,29.17,53.67,0.543,0.528,0.015,1610612755,11.5,31.79,0.362,0.353,0.009,98.4,108.3
38,2021-22,MIA,Miami Heat,22101052,3/18/22,MIA vs. OKC,44.42,91.46,0.486,0.461,0.025,0.426,23.63,39,0.606,0.583,29.25,51.58,0.567,0.534,0.033,1610612760,15.17,39.88,0.38,0.354,0.027,100.8,110.2
40,2021-22,MIA,Miami Heat,22101031,3/15/22,MIA vs. DET,40.04,86,0.466,0.46,0.005,0.485,24.63,41.75,0.59,0.582,29.71,54.67,0.543,0.53,0.014,1610612765,10.33,31.33,0.33,0.355,-0.026,100.9,111.1
44,2021-22,MIA,Miami Heat,22101005,3/12/22,MIA vs. MIN,41.7,88.35,0.472,0.459,0.012,0.425,22.91,37.52,0.611,0.582,28.35,50.83,0.558,0.531,0.026,1610612750,13.35,37.52,0.356,0.351,0.004,103.5,109.1
46,2021-22,MIA,Miami Heat,22100998,3/11/22,MIA vs. CLE,41.46,86.67,0.478,0.458,0.02,0.44,22.33,38.13,0.586,0.581,28.96,54.21,0.534,0.527,0.007,1610612739,12.5,32.46,0.385,0.354,0.031,98.4,107
49,2021-22,MIA,Miami Heat,22100983,3/9/22,MIA vs. PHX,39.5,87.04,0.454,0.457,-0.003,0.42,20.83,36.54,0.57,0.58,27.46,53.25,0.516,0.53,-0.014,1610612756,12.04,33.79,0.356,0.35,0.007,102,104.7
51,2021-22,MIA,Miami Heat,22100970,3/7/22,MIA vs. HOU,43.75,90.63,0.483,0.461,0.022,0.471,26.5,42.71,0.62,0.582,32.04,56.96,0.563,0.531,0.032,1610612745,11.71,33.67,0.348,0.353,-0.006,103.3,114.4
35,2021-22,MIA,Miami Heat,22100956,3/5/22,MIA vs. PHI,40.67,85.46,0.476,0.459,0.017,0.415,21.67,35.5,0.61,0.583,29.17,53.67,0.543,0.528,0.015,1610612755,11.5,31.79,0.362,0.353,0.009,98.4,108.3
26,2021-22,MIA,Miami Heat,22100941,3/3/22,MIA @ BKN,40.87,89.26,0.458,0.456,0.002,0.419,21.57,37.43,0.576,0.577,27.17,52.74,0.515,0.526,-0.011,1610612751,13.7,36.52,0.375,0.355,0.02,101.6,109.6
53,2021-22,MIA,Miami Heat,22100936,3/2/22,MIA @ MIL,43.91,91.82,0.478,0.465,0.013,0.345,19.36,31.68,0.611,0.586,28.41,52.27,0.543,0.534,0.009,1610612749,15.5,39.55,0.392,0.357,0.035,102.2,109.4
17,2021-22,MIA,Miami Heat,22100922,2/28/22,MIA vs. CHI,42.43,86.13,0.493,0.461,0.031,0.435,23.09,37.43,0.617,0.582,30.7,54.78,0.56,0.53,0.03,1610612741,11.74,31.35,0.374,0.358,0.017,100.4,111.1
57,2021-22,MIA,Miami Heat,22100908,2/26/22,MIA vs. SAS,42.52,90.3,0.471,0.459,0.012,0.442,22.78,39.91,0.571,0.583,29.26,54.96,0.532,0.534,-0.002,1610612759,13.26,35.35,0.375,0.35,0.025,102.4,110
30,2021-22,MIA,Miami Heat,22100900,2/25/22,MIA @ NYK,38.09,83.74,0.455,0.462,-0.008,0.389,19.78,32.61,0.607,0.581,26.48,48.74,0.543,0.53,0.014,1610612752,11.61,35,0.332,0.356,-0.024,98.4,107.6
9,2021-22,MIA,Miami Heat,22100885,2/17/22,MIA @ CHA,42.45,89.18,0.476,0.459,0.017,0.43,22.64,38.36,0.59,0.58,28.45,52.23,0.545,0.529,0.016,1610612766,14,36.95,0.379,0.352,0.027,102.3,111
59,2021-22,MIA,Miami Heat,22100868,2/15/22,MIA vs. DAL,39.7,85.83,0.463,0.462,0.001,0.445,22.96,38.17,0.601,0.587,27.96,52.39,0.534,0.539,-0.005,1610612742,11.74,33.43,0.351,0.355,-0.004,97.5,106.8
27,2021-22,MIA,Miami Heat,22100851,2/12/22,MIA vs. BKN,40.87,89.26,0.458,0.456,0.002,0.419,21.57,37.43,0.576,0.577,27.17,52.74,0.515,0.526,-0.011,1610612751,13.7,36.52,0.375,0.355,0.02,101.6,109.6
61,2021-22,MIA,Miami Heat,22100833,2/10/22,MIA @ NOP,40.96,84.57,0.484,0.465,0.02,0.393,21.3,33.26,0.641,0.586,27.74,48.65,0.57,0.535,0.035,1610612740,13.22,35.91,0.368,0.355,0.013,99.7,110.5
63,2021-22,MIA,Miami Heat,22100811,2/7/22,MIA @ WAS,42.92,89.13,0.482,0.458,0.023,0.431,22.75,38.38,0.593,0.582,30,55.13,0.544,0.53,0.014,1610612764,12.92,34,0.38,0.355,0.025,99.3,111.7
10,2021-22,MIA,Miami Heat,22100797,2/5/22,MIA @ CHA,42.45,89.18,0.476,0.459,0.017,0.43,22.64,38.36,0.59,0.58,28.45,52.23,0.545,0.529,0.016,1610612766,14,36.95,0.379,0.352,0.027,102.3,111
58,2021-22,MIA,Miami Heat,22100521,2/3/22,MIA @ SAS,42.52,90.3,0.471,0.459,0.012,0.442,22.78,39.91,0.571,0.583,29.26,54.96,0.532,0.534,-0.002,1610612759,13.26,35.35,0.375,0.35,0.025,102.4,110
13,2021-22,MIA,Miami Heat,22100784,2/1/22,MIA @ TOR,39.6,85,0.466,0.463,0.003,0.424,21.2,36,0.589,0.585,27.28,50.32,0.542,0.533,0.009,1610612761,12.32,34.68,0.355,0.356,0,98.6,107.9
21,2021-22,MIA,Miami Heat,22100762,1/31/22,MIA @ BOS,39.41,87.64,0.45,0.461,-0.011,0.411,20.09,36.05,0.557,0.58,27.73,53.23,0.521,0.532,-0.011,1610612738,11.68,34.41,0.339,0.352,-0.013,99,104
14,2021-22,MIA,Miami Heat,22100748,1/29/22,MIA vs. TOR,39.6,85,0.466,0.463,0.003,0.424,21.2,36,0.589,0.585,27.28,50.32,0.542,0.533,0.009,1610612761,12.32,34.68,0.355,0.356,0,98.6,107.9
67,2021-22,MIA,Miami Heat,22100738,1/28/22,MIA vs. LAC,41.33,90.29,0.458,0.462,-0.004,0.449,22.33,40.52,0.551,0.588,29.33,57.48,0.51,0.536,-0.026,1610612746,12,32.81,0.366,0.352,0.014,100.2,107.5
31,2021-22,MIA,Miami Heat,22100727,1/26/22,MIA vs. NYK,38.09,83.74,0.455,0.462,-0.008,0.389,19.78,32.61,0.607,0.581,26.48,48.74,0.543,0.53,0.014,1610612752,11.61,35,0.332,0.356,-0.024,98.4,107.6
69,2021-22,MIA,Miami Heat,22100700,1/23/22,MIA vs. LAL,45.75,90.67,0.505,0.464,0.041,0.434,24.92,39.33,0.633,0.591,33.17,56.83,0.584,0.537,0.047,1610612747,12.58,33.83,0.372,0.353,0.019,102.3,110.9
5,2021-22,MIA,Miami Heat,22100687,1/21/22,MIA @ ATL,42.71,88.54,0.482,0.458,0.025,0.423,23.13,37.46,0.617,0.577,30.71,56.04,0.548,0.526,0.022,1610612737,12,32.5,0.369,0.35,0.019,100,112.1
71,2021-22,MIA,Miami Heat,22100672,1/19/22,MIA vs. POR,42.26,85.17,0.496,0.46,0.036,0.443,24.3,37.74,0.644,0.581,28.26,47.17,0.599,0.535,0.064,1610612757,14,38,0.368,0.35,0.018,100.6,114
15,2021-22,MIA,Miami Heat,22100662,1/17/22,MIA vs. TOR,39.6,85,0.466,0.463,0.003,0.424,21.2,36,0.589,0.585,27.28,50.32,0.542,0.533,0.009,1610612761,12.32,34.68,0.355,0.356,0,98.6,107.9
36,2021-22,MIA,Miami Heat,22100645,1/15/22,MIA vs. PHI,40.67,85.46,0.476,0.459,0.017,0.415,21.67,35.5,0.61,0.583,29.17,53.67,0.543,0.528,0.015,1610612755,11.5,31.79,0.362,0.353,0.009,98.4,108.3
